# x^^y == y
# x^^^Infinity == y
# x == HyperRoot[5][Infinity][y]
# x == SuperRoot[y][y]
# SuperLog[x][y] == y
0x1.6fp+8,0x0,0x1.71dacd71fab21p+0,0x0, exact
0x1.70p+8,0x0,0x1.71dac6781b11fp+0,0x0, exact
0x1.71p+8,0x0,0x1.71dabf8ca5d02p+0,0x0, exact
0x1.72p+8,0x0,0x1.71dab8af73512p+0,0x0, exact
0x1.73p+8,0x0,0x1.71dab1e05c812p+0,0x0, exact
0x1.74p+8,0x0,0x1.71daab1f3ad1fp+0,0x0, exact
0x1.75p+8,0x0,0x1.71daa46be8388p+0,0x0, exact
0x1.76p+8,0x0,0x1.71da9dc63f2b2p+0,0x0, exact
0x1.77p+8,0x0,0x1.71da972e1a9f5p+0,0x0, exact
0x1.78p+8,0x0,0x1.71da90a35607dp+0,0x0, exact
0x1.79p+8,0x0,0x1.71da8a25cd527p+0,0x0, exact
0x1.7ap+8,0x0,0x1.71da83b55ce67p+0,0x0, exact
0x1.7bp+8,0x0,0x1.71da7d51e1a26p+0,0x0, exact
0x1.7cp+8,0x0,0x1.71da76fb38da2p+0,0x0, exact
0x1.7dp+8,0x0,0x1.71da70b140559p+0,0x0, exact
0x1.7ep+8,0x0,0x1.71da6a73d64e1p+0,0x0, exact
0x1.7fp+8,0x0,0x1.71da6442d96d5p+0,0x0, exact
0x1.80p+8,0x0,0x1.71da5e1e28cb4p+0,0x0, exact
0x1.81p+8,0x0,0x1.71da5805a3ec8p+0,0x0, exact
0x1.82p+8,0x0,0x1.71da51f92ac09p+0,0x0, exact
0x1.83p+8,0x0,0x1.71da4bf89da05p+0,0x0, exact
0x1.84p+8,0x0,0x1.71da4603dd4c5p+0,0x0, exact
0x1.85p+8,0x0,0x1.71da401acaeb3p+0,0x0, exact
0x1.86p+8,0x0,0x1.71da3a3d48084p+0,0x0, exact
0x1.87p+8,0x0,0x1.71da346b36919p+0,0x0, exact
0x1.88p+8,0x0,0x1.71da2ea478d6fp+0,0x0, exact
0x1.89p+8,0x0,0x1.71da28e8f1882p+0,0x0, exact
0x1.8ap+8,0x0,0x1.71da233883b38p+0,0x0, exact
0x1.8bp+8,0x0,0x1.71da1d9312c48p+0,0x0, exact
0x1.8cp+8,0x0,0x1.71da17f882826p+0,0x0, exact
0x1.8dp+8,0x0,0x1.71da1268b70ecp+0,0x0, exact
0x1.8ep+8,0x0,0x1.71da0ce394e44p+0,0x0, exact
0x1.8fp+8,0x0,0x1.71da076900d54p+0,0x0, exact
0x1.90p+8,0x0,0x1.71da01f8e00a5p+0,0x0, exact
